,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
경기도,화성시,우정읍(4159025600),,"110,432","110,432","10,492","12,186","1,516","1,388","2,215","3,516","20,329"
경기도,화성시,향남읍(4159025900),,"16,775","16,775",449,"1,232","9,943","12,439","17,045","13,923","6,459"
경기도,화성시,남양읍(4159026200),,"85,375","85,375","6,367","10,997","7,017","10,555","9,748","9,541","14,661"
경기도,화성시,매송면(4159031000),,"60,307","60,307","4,882","5,048",542,595,587,"1,204","13,516"
경기도,화성시,비봉면(4159032000),,"6,196","6,196",122,286,"1,434","3,905","2,208","2,127","2,860"
경기도,화성시,마도면(4159033000),,"16,130","16,130","1,393",751,516,626,804,"1,262","4,312"
경기도,화성시,송산면(4159034000),,"6,524","6,524",128,285,746,801,"1,126","1,929","2,903"
경기도,화성시,서신면(4159035000),,"10,348","10,348",275,612,378,506,639,"1,243","4,859"
경기도,화성시,팔탄면(4159036000),,"7,014","7,014",113,264,693,822,985,"1,967","3,871"
경기도,화성시,장안면(4159037000),,"9,211","9,211",166,329,693,723,997,"1,821","4,249"
경기도,화성시,양감면(4159040000),,"9,284","9,284",227,480,265,323,397,713,"4,343"
경기도,화성시,정남면(4159041000),,"3,749","3,749",61,122,917,982,"1,177","2,076","1,868"
경기도,화성시,새솔동(4159051500),,"10,230","10,230",221,491,"2,084","4,141","6,242","3,832","4,366"
경기도,화성시,진안동(4159052000),,"27,116","27,116","3,796","3,924","6,295","9,957","9,292","7,347","3,097"
경기도,화성시,병점1동(4159053000),,"49,808","49,808","4,673","4,368","5,684","6,098","5,878","5,622","7,876"
경기도,화성시,병점2동(4159054000),,"35,904","35,904","2,640","3,616","3,064","2,263","3,932","4,278","6,366"
경기도,화성시,반월동(4159055000),,"22,147","22,147","1,126","3,351","3,586","6,883","7,443","5,103","4,133"
경기도,화성시,기배동(4159056000),,"37,352","37,352","4,214","4,853","1,948","1,865","2,493","3,020","5,270"
경기도,화성시,화산동(4159057000),,"15,664","15,664","1,031","1,731","3,307","4,075","4,351","4,940","3,576"
경기도,화성시,동탄1동(4159058500),,"27,732","27,732","1,854","2,232","7,389","9,166","9,183","8,013","6,973"
경기도,화성시,동탄2동(4159058600),,"49,962","49,962","4,244","6,495","3,940","3,103","7,205","6,258","5,472"
경기도,화성시,동탄3동(4159058700),,"33,933","33,933","2,305","6,394","5,813","7,307","7,603","5,688","4,728"
경기도,화성시,동탄4동(4159058800),,"39,932","39,932","3,334","5,413","4,566","6,833","13,002","7,908","4,774"
경기도,화성시,동탄5동(4159059000),,"52,850","52,850","5,914","10,265","5,107","10,694","9,741","5,948","4,362"
경기도,화성시,동탄6동(4159060000),,"48,191","48,191","5,055","5,578","6,682","9,099","9,112","6,437","6,068"
경기도,화성시,동탄7동(4159061000),,"46,251","46,251","4,709","5,860","5,322","10,678","12,756","7,367","4,352"
경기도,화성시,동탄8동(4159062000),,"57,279","57,279","6,425","8,212","2,566","7,744","9,053","3,872","6,519"
경기도,화성시,동탄9동(4159063000),,"37,523","37,523","5,806","4,798","5,409","11,883","11,902","6,623","3,684"
경기도,화성시동부출장소,-4159200000,,"55,811","55,811","7,462","7,023",0,0,0,0,"5,509"
경기도,화성시동탄출장소,-4159400000,,0,0,0,0,0,0,0,0,0
경기도,광주시,-4161000000,,0,0,0,0,"38,557","51,733","67,388","69,909",0
경기도,광주시,초월읍(4161025300),,"397,363","397,363","26,787","36,304","5,441","6,833","8,293","9,651","106,685"
경기도,광주시,곤지암읍(4161025900),,"52,116","52,116","3,437","4,941","2,097","2,274","2,880","4,139","13,520"
경기도,광주시,도척면(4161033000),,"21,122","21,122",795,"1,454",698,815,"1,127","1,748","7,483"
경기도,광주시,퇴촌면(4161034000),,"8,956","8,956",269,550,"1,054","1,110","2,139","2,801","3,749"
경기도,광주시,남종면(4161035000),,"15,502","15,502",584,"1,274",60,75,107,230,"6,540"
경기도,광주시,남한산성면(4161037000),,"1,372","1,372",7,40,129,173,242,337,853
경기도,광주시,경안동(4161051000),,"2,175","2,175",93,133,"3,095","4,287","4,506","4,476","1,068"
경기도,광주시,송정동(4161052000),,"28,029","28,029","2,086","2,549","2,431","2,796","3,642","4,270","7,030"
경기도,광주시,쌍령동(4161054000),,"23,023","23,023","1,358","1,994","1,894","2,238","2,774","3,118","6,532"
경기도,광주시,탄벌동(4161055000),,"17,267","17,267","1,177","1,577","4,520","5,393","6,563","8,360","4,489"
경기도,광주시,광남1동(4161056000),,"42,656","42,656","2,290","3,694","3,204","4,210","4,855","5,917","11,836"
경기도,광주시,광남2동(4161057000),,"31,313","31,313","1,709","2,224","2,685","4,175","7,417","4,946","9,194"
경기도,광주시,오포1동(4161058000),,"33,178","33,178","3,551","4,824","2,044","4,720","6,364","4,327","5,580"
경기도,광주시,오포2동(4161059000),,"30,449","30,449","3,744","2,962","3,489","3,733","5,555","5,958","6,288"
경기도,광주시,신현동(4161060000),,"32,107","32,107","2,038","3,614","3,625","5,791","6,822","5,923","7,720"
경기도,광주시,능평동(4161061000),,"35,719","35,719","2,238","2,663","2,091","3,110","4,102","3,708","8,657"
경기도,양주시,-4163000000,,"22,379","22,379","1,411","1,811","31,081","40,210","46,656","49,974","6,146"
경기도,양주시,백석읍(4163025000),,"295,771","295,771","22,629","28,884","2,600","2,156","3,035","5,079","76,337"
경기도,양주시,은현면(4163031000),,"25,521","25,521",822,"2,085",436,376,460,898,"9,744"
경기도,양주시,남면(4163032000),,"5,010","5,010",74,212,514,581,583,943,"2,554"
경기도,양주시,광적면(4163033000),,"5,931","5,931",176,310,835,886,"1,119","2,126","2,824"
경기도,양주시,장흥면(4163034000),,"10,456","10,456",310,701,"1,153","1,455","1,402","2,279","4,479"
경기도,양주시,양주1동(4163051000),,"13,433","13,433",548,529,299,350,386,735,"6,067"
경기도,양주시,양주2동(4163052000),,"4,417","4,417",81,233,"5,553","4,420","7,848","9,501","2,333"
경기도,양주시,회천1동(4163053000),,"49,146","49,146","2,691","6,104","1,251","1,298","1,289","1,897","13,029"
경기도,양주시,회천2동(4163054000),,"10,191","10,191",562,745,"4,956","7,802","7,007","7,531","3,149"
경기도,양주시,회천3동(4163055000),,"46,287","46,287","4,077","3,693","3,249","2,775","3,348","4,994","11,221"
경기도,양주시,옥정1동(4163057000),,"24,772","24,772","1,351","2,556","4,470","8,254","7,960","5,707","6,499"
경기도,양주시,옥정2동(4163058000),,"42,195","42,195","4,709","4,001","5,765","9,857","12,219","8,284","7,094"
경기도,포천시,-4165000000,,"58,412","58,412","7,228","7,715","14,148","13,799","15,672","26,216","7,344"
경기도,포천시,소흘읍(4165025000),,"140,501","140,501","5,671","9,838","4,978","4,085","5,428","8,709","55,157"
경기도,포천시,군내면(4165031000),,"42,856","42,856","1,966","4,013",932,"1,223","1,247","1,692","13,677"
경기도,포천시,내촌면(4165032000),,"9,759","9,759",560,657,265,310,334,820,"3,448"
경기도,포천시,가산면(4165033000),,"4,096","4,096",53,117,477,542,629,"1,510","2,197"
경기도,포천시,신북면(4165034000),,"6,993","6,993",127,288,970,"1,020","1,140","2,055","3,420"
경기도,포천시,창수면(4165035000),,"10,994","10,994",377,654,118,81,122,325,"4,778"
경기도,포천시,영중면(4165036000),,"1,924","1,924",23,52,268,249,367,748,"1,203"
경기도,포천시,일동면(4165037000),,"4,413","4,413",74,203,685,714,966,"1,307","2,504"
경기도,포천시,이동면(4165038000),,"8,692","8,692",280,617,680,813,468,628,"4,123"
경기도,포천시,영북면(4165039000),,"5,540","5,540",318,259,689,886,681,967,"2,374"
경기도,포천시,관인면(4165040000),,"7,343","7,343",410,398,125,130,151,414,"3,312"
경기도,포천시,화현면(4165041000),,"2,466","2,466",31,85,168,249,224,335,"1,530"
경기도,포천시,포천동(4165051000),,"2,365","2,365",93,114,"2,167","2,229","2,266","3,633","1,182"
경기도,포천시,선단동(4165052000),,"19,129","19,129",925,"1,507","1,626","1,268","1,649","3,073","6,402"
경기도,여주시,-4167000000,,"13,931","13,931",434,874,"9,967","11,380","14,654","20,029","5,007"
경기도,여주시,가남읍(4167025000),,"114,104","114,104","5,312","9,003","1,176","1,391","1,839","2,584","43,759"
경기도,여주시,점동면(4167031000),,"14,088","14,088",498,"1,033",276,301,390,783,"5,567"
경기도,여주시,흥천면(4167032000),,"4,624","4,624",129,221,257,296,433,787,"2,524"
경기도,여주시,금사면(4167033000),,"4,875","4,875",102,245,124,145,221,464,"2,755"
경기도,여주시,세종대왕면(4167034500),,"2,803","2,803",43,111,333,371,544,851,"1,695"
경기도,여주시,대신면(4167035000),,"5,610","5,610",138,303,406,367,489,973,"3,070"
경기도,여주시,북내면(4167036000),,"6,445","6,445",111,324,298,266,362,855,"3,775"
경기도,여주시,강천면(4167037000),,"4,589","4,589",90,243,257,270,419,807,"2,475"
경기도,여주시,산북면(4167038000),,"4,315","4,315",80,217,138,160,216,379,"2,265"
경기도,여주시,여흥동(4167051000),,"2,465","2,465",57,190,"2,263","2,137","2,751","3,913","1,325"
경기도,여주시,중앙동(4167052000),,"20,680","20,680",795,"1,649","2,717","3,484","3,907","4,323","7,172"
경기도,여주시,오학동(4167053000),,"25,370","25,370","2,009","2,589","1,722","2,192","3,083","3,310","6,341"
경기도,연천군,-4180000000,,"18,240","18,240","1,260","1,878","4,213","4,070","4,144","6,452","4,795"
경기도,연천군,연천읍(4180025000),,"41,978","41,978","1,853","2,714","1,014","1,206",724,"1,066","18,532"
경기도,연천군,전곡읍(4180025300),,"7,998","7,998",583,405,"1,961","2,020","2,326","3,129","3,000"
경기도,연천군,군남면(4180031000),,"18,776","18,776","1,017","1,723",243,152,203,433,"6,600"
경기도,연천군,청산면(4180032000),,"2,933","2,933",46,120,460,262,337,581,"1,736"
경기도,연천군,백학면(4180033000),,"3,953","3,953",88,156,163,124,190,396,"2,069"
경기도,연천군,미산면(4180034000),,"2,421","2,421",40,113,91,105,86,251,"1,395"
경기도,연천군,왕징면(4180035000),,"1,648","1,648",28,42,36,46,82,133,"1,045"
경기도,연천군,신서면(4180036000),,997,997,12,47,187,101,144,329,641
경기도,연천군,중면(4180037000),,"2,369","2,369",27,79,19,16,10,23,"1,502"
경기도,연천군,장남면(4180038000),,164,164,2,7,39,38,42,111,87
경기도,가평군,-4182000000,,719,719,10,22,"5,305","5,375","6,863","10,487",457
경기도,가평군,가평읍(4182025000),,"62,200","62,200","2,486","4,113","2,015","2,178","2,681","3,575","27,571"
경기도,가평군,설악면(4182031000),,"21,223","21,223","1,061","1,736",876,728,993,"1,534","7,977"
경기도,가평군,청평면(4182032500),,"9,818","9,818",394,680,"1,056",912,"1,441","2,498","4,613"
경기도,가평군,상면(4182033000),,"13,231","13,231",370,757,357,359,427,919,"6,197"
경기도,가평군,조종면(4182034500),,"5,379","5,379",103,189,828,"1,030","1,040","1,401","3,025"
경기도,가평군,북면(4182035000),,"9,081","9,081",502,593,173,168,281,560,"3,687"
경기도,양평군,-4183000000,,"3,468","3,468",56,158,"9,032","10,546","15,314","21,354","2,072"
경기도,양평군,양평읍(4183025000),,"127,105","127,105","5,637","10,022","3,614","4,230","5,477","6,682","55,200"
경기도,양평군,강상면(4183031000),,"38,314","38,314","2,334","3,797",652,781,"1,449","1,663","12,180"
경기도,양평군,강하면(4183032000),,"10,092","10,092",559,915,274,299,398,751,"4,073"
경기도,양평군,양서면(4183033000),,"4,787","4,787",119,177,952,"1,059","1,573","2,421","2,769"
경기도,양평군,옥천면(4183034000),,"13,886","13,886",530,"1,011",524,656,938,"1,310","6,340"
경기도,양평군,서종면(4183035000),,"8,029","8,029",329,546,527,652,"1,316","1,780","3,726"
경기도,양평군,단월면(4183036000),,"9,828","9,828",405,865,174,215,356,615,"4,283"
경기도,양평군,청운면(4183037000),,"3,850","3,850",68,209,159,185,277,588,"2,213"
경기도,양평군,양동면(4183038000),,"3,695","3,695",62,113,193,259,325,670,"2,311"
경기도,양평군,지평면(4183039500),,"4,454","4,454",90,187,326,332,540,996,"2,730"
경기도,양평군,용문면(4183040000),,"6,519","6,519",151,290,"1,359","1,581","2,161","3,079","3,884"
경기도,양평군,개군면(4183041000),,"18,584","18,584",865,"1,620",278,297,504,799,"7,919"
강원특별자치도,-5100000000,,,"5,067","5,067",125,292,"148,715","158,472","195,467","257,930","2,772"
동해출장소,-5110500000,,,"1,508,951","1,508,951","80,977","125,441",0,0,0,0,"541,949"
강원특별자치도,춘천시,-5111000000,,0,0,0,0,"35,140","34,824","38,771","46,367",0
강원특별자치도,춘천시,신북읍(5111025000),,"285,267","285,267","17,267","25,617",509,576,648,"1,154","87,281"
강원특별자치도,춘천시,동면(5111031000),,"6,894","6,894",173,315,"1,737","1,736","3,068","3,145","3,519"
강원특별자치도,춘천시,동산면(5111032000),,"18,669","18,669","1,239","2,533",84,95,87,181,"5,211"
강원특별자치도,춘천시,신동면(5111033000),,"1,360","1,360",19,43,160,158,231,466,851
강원특별자치도,춘천시,남면(5111034000),,"2,540","2,540",70,132,31,41,71,146,"1,323"
강원특별자치도,춘천시,서면(5111035000),,"1,021","1,021",11,21,174,199,244,535,700
강원특별자치도,춘천시,사북면(5111036000),,"3,541","3,541",49,119,110,87,138,322,"2,221"
강원특별자치도,춘천시,북산면(5111038000),,"2,263","2,263",36,106,21,23,36,142,"1,464"
강원특별자치도,춘천시,동내면(5111039000),,935,935,9,14,"2,355","3,133","3,367","3,892",690
강원특별자치도,춘천시,남산면(5111040000),,"22,077","22,077","1,524","2,071",159,177,284,514,"5,735"
강원특별자치도,춘천시,교동(5111052000),,"3,231","3,231",54,112,"1,232",381,308,453,"1,931"
강원특별자치도,춘천시,조운동(5111053000),,"3,805","3,805",73,147,306,268,242,389,"1,211"
강원특별자치도,춘천시,약사명동(5111054500),,"2,432","2,432",67,90,468,885,843,712,"1,070"
강원특별자치도,춘천시,근화동(5111057000),,"5,349","5,349",533,443,936,"1,609","1,219","1,197","1,465"
강원특별자치도,춘천시,소양동(5111058000),,"8,888","8,888",804,737,"1,132","1,475","1,422","1,549","2,386"
강원특별자치도,춘천시,후평1동(5111060000),,"9,983","9,983",688,875,"1,655","1,301","1,176","1,713","2,842"
강원특별자치도,춘천시,후평2동(5111061000),,"10,848","10,848",316,671,"1,738","1,931","1,889","2,157","4,016"
강원특별자치도,춘천시,후평3동(5111061100),,"13,560","13,560",902,"1,300","2,075","2,350","2,606","3,113","3,643"
강원특별자치도,춘천시,효자1동(5111062000),,"18,942","18,942","1,135","1,737",395,408,512,681,"5,926"
강원특별자치도,춘천시,효자2동(5111063000),,"3,954","3,954",201,337,"3,752","1,225","1,173","1,594","1,420"
강원특별자치도,춘천시,효자3동(5111064000),,"12,243","12,243",247,531,"1,136",540,417,529,"3,721"
강원특별자치도,춘천시,석사동(5111065000),,"4,331","4,331",107,197,"4,754","3,484","4,316","5,992","1,405"
강원특별자치도,춘천시,퇴계동(5111066000),,"32,267","32,267","1,491","3,393","5,188","5,419","6,897","7,965","8,837"
강원특별자치도,춘천시,강남동(5111067500),,"45,579","45,579","2,995","5,016","2,580","3,399","3,937","4,175","12,099"
강원특별자치도,춘천시,신사우동(5111070500),,"25,272","25,272","2,044","2,228","2,453","3,924","3,640","3,651","6,909"
강원특별자치도,원주시,-5113000000,,"25,283","25,283","2,480","2,449","38,791","46,901","53,721","62,454","6,686"
강원특별자치도,원주시,문막읍(5113025000),,"363,062","363,062","23,634","34,442","1,645","1,584","2,279","3,289","103,119"
강원특별자치도,원주시,소초면(5113031000),,"17,008","17,008",716,"1,331",770,678,643,"1,347","6,164"
강원특별자치도,원주시,호저면(5113032000),,"7,897","7,897",211,321,177,186,235,537,"3,927"
강원특별자치도,원주시,지정면(5113033000),,"3,240","3,240",70,106,"2,248","6,737","6,882","3,762","1,929"
강원특별자치도,원주시,부론면(5113035000),,"32,947","32,947","4,613","3,809",122,75,106,284,"4,896"
강원특별자치도,원주시,귀래면(5113036000),,"2,102","2,102",20,64,81,74,123,304,"1,431"
강원특별자치도,원주시,흥업면(5113037000),,"2,037","2,037",30,56,"1,517",831,"1,052","1,575","1,369"
강원특별자치도,원주시,판부면(5113038000),,"9,470","9,470",339,668,803,936,931,"1,398","3,488"
강원특별자치도,원주시,신림면(5113039000),,"7,162","7,162",283,567,133,133,247,578,"2,244"
강원특별자치도,원주시,중앙동(5113051500),,"3,526","3,526",40,108,104,105,183,360,"2,287"
강원특별자치도,원주시,원인동(5113052000),,"2,101","2,101",27,59,434,399,402,647,"1,263"
강원특별자치도,원주시,개운동(5113053000),,"3,683","3,683",102,214,"1,167","1,143","1,353","2,130","1,485"
강원특별자치도,원주시,명륜1동(5113054100),,"11,736","11,736",405,"1,014",773,697,810,"1,379","4,524"
강원특별자치도,원주시,명륜2동(5113054200),,"7,598","7,598",213,581,"1,972","2,282","2,367","3,306","3,145"
강원특별자치도,원주시,단구동(5113055000),,"17,997","17,997","1,013","1,679","5,310","5,135","6,279","7,955","5,378"
강원특별자치도,원주시,일산동(5113056000),,"41,223","41,223","2,186","4,191","1,391","1,056",750,"1,228","10,167"
강원특별자치도,원주시,학성동(5113057500),,"8,091","8,091",252,479,369,307,437,734,"2,935"
강원특별자치도,원주시,단계동(5113059000),,"4,106","4,106",95,207,"3,046","4,134","3,620","4,584","1,957"
강원특별자치도,원주시,우산동(5113060000),,"26,848","26,848","1,643","2,038","1,925","1,379","1,815","2,262","7,783"
강원특별자치도,원주시,태장1동(5113061000),,"12,959","12,959",613,"1,136","1,244","1,614","1,773","2,186","3,829"
강원특별자치도,원주시,태장2동(5113062000),,"12,491","12,491",843,"1,120","2,393","2,763","3,422","4,628","3,711"
강원특별자치도,원주시,봉산동(5113063500),,"24,439","24,439","1,225","2,223",575,553,676,"1,296","7,785"
강원특별자치도,원주시,행구동(5113065000),,"7,066","7,066",164,432,864,814,"1,172","1,671","3,370"
강원특별자치도,원주시,무실동(5113066000),,"8,525","8,525",488,844,"4,366","5,294","6,792","6,399","2,672"
강원특별자치도,원주시,반곡관설동(5113067500),,"38,494","38,494","3,162","4,927","5,362","7,992","9,372","8,615","7,554"
강원특별자치도,강릉시,-5115000000,,"50,316","50,316","4,881","6,268","20,243","20,508","27,309","36,486","7,826"
강원특별자치도,강릉시,주문진읍(5115025000),,"206,492","206,492","10,215","16,634",979,"1,092","1,665","2,641","75,097"
강원특별자치도,강릉시,성산면(5115031000),,"15,362","15,362",481,807,186,193,267,621,"7,697"
강원특별자치도,강릉시,왕산면(5115032000),,"3,340","3,340",83,165,46,68,82,227,"1,825"
강원특별자치도,강릉시,구정면(5115033000),,"1,475","1,475",19,33,266,217,426,705,"1,000"
강원특별자치도,강릉시,강동면(5115034000),,"4,071","4,071",122,281,225,217,302,619,"2,054"
강원특별자치도,강릉시,옥계면(5115035000),,"3,684","3,684",61,127,169,173,246,544,"2,133"
강원특별자치도,강릉시,사천면(5115036000),,"3,220","3,220",53,122,382,398,624,955,"1,913"
강원특별자치도,강릉시,연곡면(5115037000),,"5,257","5,257",143,256,379,451,772,"1,076","2,499"
강원특별자치도,강릉시,홍제동(5115051000),,"6,293","6,293",199,397,"1,366","1,720","2,061","2,451","3,019"
강원특별자치도,강릉시,중앙동(5115052000),,"13,995","13,995",887,"1,242",405,318,439,637,"4,268"
강원특별자치도,강릉시,옥천동(5115054000),,"4,057","4,057",77,221,237,211,313,534,"1,960"
강원특별자치도,강릉시,교1동(5115055000),,"2,944","2,944",48,120,"3,416","2,908","4,130","5,023","1,481"
강원특별자치도,강릉시,교2동(5115056000),,"27,443","27,443","1,761","2,921",951,"1,172","1,395","1,647","7,284"
강원특별자치도,강릉시,포남1동(5115057100),,"9,820","9,820",626,874,"1,003","1,073","1,208","1,827","3,155"
강원특별자치도,강릉시,포남2동(5115057200),,"10,308","10,308",278,609,"1,076","1,094","1,358","2,005","4,310"
강원특별자치도,강릉시,초당동(5115058000),,"11,176","11,176",341,736,389,398,497,743,"4,566"
강원특별자치도,강릉시,송정동(5115059000),,"4,067","4,067",178,316,876,"1,061","1,355","1,595","1,546"
강원특별자치도,강릉시,내곡동(5115060000),,"9,192","9,192",647,808,"2,112","2,306","2,822","3,046","2,850"
강원특별자치도,강릉시,강남동(5115061500),,"17,995","17,995","1,242","1,609","1,495","1,328","1,776","2,807","4,858"
강원특별자치도,강릉시,성덕동(5115064500),,"15,795","15,795",545,"1,064","2,765","2,760","3,724","4,904","6,780"
강원특별자치도,강릉시,경포동(5115066500),,"25,580","25,580","1,546","2,704","1,520","1,350","1,847","1,879","7,177"
강원특별자치도,동해시,-5117000000,,"11,418","11,418",878,"1,222","7,614","8,089","11,965","15,962","2,722"
강원특별자치도,동해시,천곡동(5117051000),,"86,450","86,450","4,671","7,901","2,702","2,912","4,245","5,035","30,248"
강원특별자치도,동해시,송정동(5117052000),,"28,528","28,528","1,714","2,954",440,252,321,557,"8,966"
강원특별자치도,동해시,북삼동(5117053000),,"3,372","3,372",70,157,"2,222","2,299","3,361","4,390","1,575"
강원특별자치도,동해시,부곡동(5117054000),,"21,397","21,397","1,338","2,460",298,251,462,843,"5,327"
강원특별자치도,동해시,동호동(5117055000),,"4,444","4,444",87,267,311,352,572,855,"2,236"
강원특별자치도,동해시,발한동(5117057000),,"4,592","4,592",166,368,155,158,231,461,"1,968"
강원특별자치도,동해시,묵호동(5117059000),,"2,857","2,857",61,102,129,117,272,442,"1,689"
강원특별자치도,동해시,북평동(5117060000),,"2,645","2,645",49,111,"1,039","1,439","2,005","2,377","1,525"
강원특별자치도,동해시,망상동(5117063000),,"13,103","13,103","1,063","1,235",182,193,301,542,"3,945"
강원특별자치도,동해시,삼화동(5117065000),,"3,124","3,124",89,151,136,116,195,460,"1,666"
강원특별자치도,태백시,-5119000000,,"2,388","2,388",34,96,"2,646","2,687","4,894","6,699","1,351"
강원특별자치도,태백시,황지동(5119051500),,"37,149","37,149","1,489","3,202",601,869,"1,155","1,255","15,532"
강원특별자치도,태백시,황연동(5119052500),,"7,611","7,611",531,720,198,181,387,664,"2,480"
강원특별자치도,태백시,삼수동(5119053500),,"3,638","3,638",74,236,262,246,638,844,"1,898"
강원특별자치도,태백시,상장동(5119054000),,"4,732","4,732",156,385,"1,024",869,"1,823","2,269","2,201"
강원특별자치도,태백시,문곡소도동(5119058500),,"11,261","11,261",530,"1,325",206,193,330,585,"3,421"
강원특별자치도,태백시,장성동(5119059500),,"3,240","3,240",68,174,189,172,267,511,"1,684"
강원특별자치도,태백시,구문소동(5119060500),,"2,975","2,975",100,153,82,76,159,299,"1,583"
강원특별자치도,태백시,철암동(5119061500),,"2,051","2,051",11,155,84,81,135,272,"1,269"
강원특별자치도,속초시,-5121000000,,"1,641","1,641",19,54,"6,901","8,641","10,817","14,485",996
강원특별자치도,속초시,영랑동(5121051000),,"79,760","79,760","4,262","6,618",301,386,475,800,"28,036"
강원특별자치도,속초시,동명동(5121052000),,"4,316","4,316",150,196,377,593,799,873,"2,008"
강원특별자치도,속초시,금호동(5121054000),,"5,263","5,263",366,459,392,436,583,941,"1,796"
강원특별자치도,속초시,교동(5121056000),,"5,395","5,395",189,308,798,861,"1,024","1,525","2,546"
강원특별자치도,속초시,노학동(5121057000),,"8,592","8,592",302,687,"1,808","1,970","2,610","3,921","3,395"
강원특별자치도,속초시,조양동(5121058000),,"20,071","20,071",923,"1,799","2,701","3,724","4,441","5,194","7,040"
강원특별자치도,속초시,청호동(5121059000),,"28,703","28,703","2,066","2,821",383,479,638,737,"7,756"
강원특별자치도,속초시,대포동(5121060000),,"4,578","4,578",213,243,141,192,247,494,"1,885"
강원특별자치도,삼척시,-5123000000,,"2,842","2,842",53,105,"5,969","4,676","6,926","10,556","1,610"
강원특별자치도,삼척시,도계읍(5123025000),,"60,704","60,704","2,730","4,547","1,562",302,660,"1,267","25,300"
강원특별자치도,삼척시,원덕읍(5123025300),,"8,547","8,547",147,726,157,170,277,552,"3,883"
강원특별자치도,삼척시,원덕읍임원출장소(5123025400),,"3,079","3,079",52,96,59,64,114,261,"1,775"
강원특별자치도,삼척시,근덕면(5123031000),,"1,435","1,435",31,38,209,206,293,811,868
강원특별자치도,삼척시,하장면(5123032000),,"4,546","4,546",53,104,36,32,86,224,"2,870"
강원특별자치도,삼척시,노곡면(5123033000),,"1,167","1,167",8,25,14,13,30,120,756
강원특별자치도,삼척시,미로면(5123034000),,678,678,9,10,61,53,126,300,482
강원특별자치도,삼척시,가곡면(5123035000),,"1,705","1,705",18,38,20,14,41,115,"1,109"
강원특별자치도,삼척시,신기면(5123036000),,653,653,15,25,21,21,40,118,423
강원특별자치도,삼척시,남양동(5123051000),,622,622,6,6,469,435,623,"1,084",410
강원특별자치도,삼척시,교동(5123053000),,"6,439","6,439",154,366,"1,849","1,852","2,410","2,778","3,308"
강원특별자치도,삼척시,정라동(5123054000),,"15,134","15,134","1,267","1,663",884,"1,009","1,360","1,745","3,315"
강원특별자치도,삼척시,성내동(5123057000),,"9,545","9,545",684,830,628,505,866,"1,181","3,033"
강원특별자치도,홍천군,-5172000000,,"7,154","7,154",286,620,"4,898","5,438","6,750","10,785","3,068"
강원특별자치도,홍천군,홍천읍(5172025000),,"66,136","66,136","2,785","4,339","3,269","3,718","4,473","5,790","31,141"
강원특별자치도,홍천군,화촌면(5172031000),,"33,499","33,499","2,053","3,115",212,201,252,602,"11,081"
강원특별자치도,홍천군,두촌면(5172032000),,"4,144","4,144",62,98,110,96,131,341,"2,717"
강원특별자치도,홍천군,내촌면(5172033000),,"2,372","2,372",36,64,69,85,131,361,"1,594"
강원특별자치도,홍천군,서석면(5172034000),,"2,378","2,378",31,74,177,177,261,579,"1,627"
강원특별자치도,홍천군,영귀미면(5172035200),,"3,572","3,572",80,158,128,168,289,657,"2,140"
강원특별자치도,홍천군,남면(5172036000),,"4,024","4,024",71,147,508,460,381,720,"2,564"
강원특별자치도,홍천군,서면(5172037000),,"5,451","5,451",236,256,136,222,306,573,"2,890"
강원특별자치도,홍천군,북방면(5172038000),,"3,765","3,765",72,120,190,197,319,664,"2,336"
강원특별자치도,홍천군,내면(5172039000),,"4,037","4,037",76,188,99,114,207,498,"2,403"
강원특별자치도,횡성군,-5173000000,,"2,894","2,894",68,119,"2,837","2,814","4,264","7,520","1,789"
강원특별자치도,횡성군,횡성읍(5173025000),,"45,684","45,684","1,572","3,241","1,821","1,747","2,587","3,596","23,436"
강원특별자치도,횡성군,우천면(5173031000),,"20,410","20,410","1,117","1,867",266,209,282,730,"7,675"
강원특별자치도,횡성군,안흥면(5173032000),,"4,302","4,302",77,169,89,109,146,358,"2,569"
강원특별자치도,횡성군,둔내면(5173033000),,"3,134","3,134",50,552,285,305,555,"1,019","1,830"
강원특별자치도,횡성군,갑천면(5173034000),,"5,886","5,886",179,312,97,83,142,388,"3,231"
강원특별자치도,횡성군,청일면(5173035000),,"2,457","2,457",24,57,49,85,118,371,"1,666"
강원특별자치도,횡성군,공근면(5173036000),,"2,371","2,371",23,59,115,133,197,502,"1,666"
강원특별자치도,횡성군,서원면(5173037000),,"3,361","3,361",37,102,62,85,144,277,"2,275"
강원특별자치도,횡성군,강림면(5173038000),,"2,022","2,022",43,61,53,58,93,279,"1,350"
강원특별자치도,영월군,-5175000000,,"1,741","1,741",22,62,"2,419","2,304","3,607","6,335","1,174"
강원특별자치도,영월군,영월읍(5175025000),,"36,152","36,152","1,187","2,416","1,769","1,637","2,443","3,541","17,884"
강원특별자치도,영월군,상동읍(5175025300),,"19,462","19,462",902,"1,726",42,34,80,169,"7,444"
강원특별자치도,영월군,산솔면(5175031200),,"1,009","1,009",12,59,47,38,94,208,613
강원특별자치도,영월군,김삿갓면(5175032500),,"1,369","1,369",23,56,56,67,126,322,903
강원특별자치도,영월군,북면(5175033000),,"1,759","1,759",39,75,65,88,143,335,"1,074"
