,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
강원특별자치도,영월군,남면(5175034000),,"1,962","1,962",36,79,97,83,158,320,"1,216"
강원특별자치도,영월군,한반도면(5175035500),,"2,097","2,097",18,75,58,66,77,199,"1,346"
강원특별자치도,영월군,한반도면쌍용출장소(5175035900),,"1,122","1,122",34,35,53,69,115,247,653
강원특별자치도,영월군,주천면(5175036000),,"1,467","1,467",27,54,176,142,240,638,902
강원특별자치도,영월군,무릉도원면(5175038000),,"3,789","3,789",60,183,56,80,131,356,"2,350"
강원특별자치도,평창군,-5176000000,,"2,116","2,116",36,74,"2,676","2,524","4,049","7,261","1,383"
강원특별자치도,평창군,평창읍(5176025000),,"39,837","39,837","1,199","2,494",594,628,860,"1,451","19,634"
강원특별자치도,평창군,미탄면(5176031000),,"8,265","8,265",291,622,63,54,84,283,"3,819"
강원특별자치도,평창군,방림면(5176032000),,"1,474","1,474",23,41,32,22,58,118,926
강원특별자치도,평창군,방림면계촌출장소(5176032500),,789,789,7,32,72,72,114,278,520
강원특별자치도,평창군,대화면(5176033000),,"1,687","1,687",34,47,287,243,461,877,"1,070"
강원특별자치도,평창군,봉평면(5176034000),,"4,932","4,932",130,290,333,339,600,"1,109","2,644"
강원특별자치도,평창군,용평면(5176035000),,"5,541","5,541",189,386,176,145,239,570,"2,585"
강원특별자치도,평창군,진부면(5176036000),,"2,978","2,978",61,159,606,480,928,"1,464","1,628"
강원특별자치도,평창군,대관령면(5176038000),,"8,383","8,383",279,572,513,541,705,"1,111","4,054"
강원특별자치도,정선군,-5177000000,,"5,788","5,788",185,345,"2,271","2,223","3,938","6,478","2,388"
강원특별자치도,정선군,정선읍(5177025000),,"34,457","34,457","1,065","2,125",847,744,"1,246","1,956","16,357"
강원특별자치도,정선군,고한읍(5177025300),,"10,090","10,090",400,839,360,518,810,727,"4,058"
강원특별자치도,정선군,사북읍(5177025600),,"4,506","4,506",225,230,288,281,551,866,"1,636"
강원특별자치도,정선군,신동읍(5177025900),,"4,266","4,266",156,334,86,76,156,335,"1,790"
강원특별자치도,정선군,신동읍함백출장소(5177026000),,"1,744","1,744",36,110,93,70,137,269,945
강원특별자치도,정선군,남면(5177032000),,"1,498","1,498",22,84,166,180,397,583,823
강원특별자치도,정선군,북평면(5177034000),,"3,137","3,137",84,158,145,102,218,456,"1,569"
강원특별자치도,정선군,임계면(5177035000),,"2,439","2,439",44,149,124,135,214,612,"1,325"
강원특별자치도,정선군,화암면(5177036000),,"3,364","3,364",44,106,72,51,88,310,"2,129"
강원특별자치도,정선군,여량면(5177037000),,"1,516","1,516",19,62,90,66,121,364,914
강원특별자치도,철원군,-5178000000,,"1,897","1,897",35,53,"4,017","4,150","4,439","6,357","1,168"
강원특별자치도,철원군,철원읍(5178025000),,"40,004","40,004","2,265","3,070",469,511,485,796,"15,706"
강원특별자치도,철원군,김화읍(5178025300),,"4,750","4,750",246,357,334,384,316,364,"1,886"
강원특별자치도,철원군,갈말읍(5178025600),,"2,997","2,997",212,211,"1,222","1,161","1,340","1,886","1,176"
강원특별자치도,철원군,동송읍(5178025900),,"11,360","11,360",633,854,"1,303","1,384","1,616","2,247","4,264"
강원특별자치도,철원군,서면(5178031000),,"13,955","13,955",837,"1,190",250,225,133,201,"5,378"
강원특별자치도,철원군,서면와수출장소(5178031500),,"1,617","1,617",75,75,284,284,408,585,658
강원특별자치도,철원군,근남면(5178032000),,"3,381","3,381",176,294,150,200,134,262,"1,350"
강원특별자치도,철원군,근북면(5178033000),,"1,849","1,849",86,87,5,1,7,16,930
강원특별자치도,화천군,-5179000000,,95,95,0,2,"2,735","2,400","2,218","3,376",64
강원특별자치도,화천군,화천읍(5179025000),,"22,375","22,375","1,204","1,592",942,949,992,"1,262","8,850"
강원특별자치도,화천군,간동면(5179031000),,"8,094","8,094",532,731,176,104,141,471,"2,686"
강원특별자치도,화천군,하남면(5179032000),,"2,492","2,492",40,89,215,207,312,488,"1,471"
강원특별자치도,화천군,상서면(5179033000),,"2,792","2,792",105,226,744,415,219,416,"1,239"
강원특별자치도,화천군,사내면(5179034000),,"3,433","3,433",148,130,658,725,554,739,"1,361"
강원특별자치도,양구군,-5180000000,,"5,564","5,564",379,416,"2,126","2,195","2,263","3,038","2,093"
강원특별자치도,양구군,양구읍(5180025000),,"20,425","20,425","1,245","1,818","1,309","1,632","1,738","1,918","7,740"
강원특별자치도,양구군,국토정중앙면(5180031500),,"13,133","13,133","1,068","1,527",379,212,247,501,"3,941"
강원특별자치도,양구군,동면(5180032000),,"3,205","3,205",63,141,228,195,104,249,"1,662"
강원특별자치도,양구군,방산면(5180033000),,"1,807","1,807",81,45,143,84,75,150,905
강원특별자치도,양구군,해안면(5180034000),,"1,112","1,112",14,55,67,72,99,220,591
강원특별자치도,인제군,-5181000000,,"1,168","1,168",19,50,"3,343","3,725","3,675","4,605",641
강원특별자치도,인제군,인제읍(5181025000),,"30,868","30,868","1,934","2,151",888,"1,230","1,442","1,498","11,435"
강원특별자치도,인제군,인제읍귀둔출장소(5181025100),,"9,853","9,853",820,902,17,20,42,92,"3,073"
강원특별자치도,인제군,남면(5181031000),,478,478,12,25,416,498,389,508,270
강원특별자치도,인제군,북면(5181032000),,"3,657","3,657",183,162,810,705,897,"1,272","1,501"
강원특별자치도,인제군,기린면(5181033000),,"7,631","7,631",373,618,489,669,573,716,"2,956"
강원특별자치도,인제군,서화면(5181034000),,"4,932","4,932",292,268,467,376,184,257,"1,925"
강원특별자치도,인제군,상남면(5181035000),,"2,349","2,349",151,89,256,227,148,262,825
강원특별자치도,고성군,-5182000000,,"1,968","1,968",103,87,"2,218","2,346","2,737","4,491",885
강원특별자치도,고성군,간성읍(5182025000),,"26,794","26,794","1,183","1,574",824,999,890,"1,042","12,245"
강원특별자치도,고성군,거진읍(5182025300),,"7,415","7,415",600,597,318,256,435,925,"2,463"
강원특별자치도,고성군,현내면(5182031000),,"5,448","5,448",87,278,80,108,153,317,"3,149"
강원특별자치도,고성군,죽왕면(5182032000),,"2,083","2,083",35,82,239,215,298,562,"1,308"
강원특별자치도,고성군,토성면(5182033000),,"3,254","3,254",67,142,757,768,961,"1,645","1,731"
강원특별자치도,양양군,-5183000000,,"8,594","8,594",394,475,"1,871","2,027","3,124","4,675","3,594"
강원특별자치도,양양군,양양읍(5183025000),,"27,335","27,335","1,070","1,660","1,065","1,138","1,697","2,198","12,908"
강원특별자치도,양양군,서면(5183031000),,"12,481","12,481",682,"1,054",158,111,227,452,"4,647"
강원특별자치도,양양군,손양면(5183032000),,"2,628","2,628",46,126,117,158,181,369,"1,508"
강원특별자치도,양양군,현북면(5183033000),,"2,164","2,164",45,89,121,160,280,394,"1,205"
강원특별자치도,양양군,현남면(5183034000),,"2,598","2,598",80,81,129,164,312,434,"1,482"
강원특별자치도,양양군,강현면(5183035000),,"2,920","2,920",80,103,281,296,427,828,"1,698"
충청북도,-4300000000,,,"4,544","4,544",137,207,"167,103","192,484","221,834","271,296","2,368"
충청북도,청주시,-4311000000,,"1,593,151","1,593,151","93,344","143,066","103,304","122,852","130,851","142,820","504,024"
충청북도,청주시,상당구,-4311100000,"857,651","857,651","58,408","84,581","20,205","23,989","29,006","33,971","214,835"
충청북도,청주시,상당구,낭성면(4311131000),"195,082","195,082","12,930","19,805",81,115,122,319,"55,176"
충청북도,청주시,상당구,미원면(4311132000),"2,074","2,074",36,49,173,239,312,653,"1,352"
충청북도,청주시,상당구,가덕면(4311133000),"4,504","4,504",61,128,159,195,244,633,"2,938"
충청북도,청주시,상당구,남일면(4311134000),"3,610","3,610",42,114,515,585,632,"1,091","2,223"
충청북도,청주시,상당구,문의면(4311135000),"6,402","6,402",258,382,202,149,247,581,"2,939"
충청북도,청주시,상당구,중앙동(4311152500),"3,489","3,489",37,133,785,903,766,"1,026","2,140"
충청북도,청주시,상당구,성안동(4311154500),"6,317","6,317",295,434,648,685,686,"1,006","2,108"
충청북도,청주시,상당구,탑대성동(4311162000),"6,168","6,168",189,309,"1,193","1,365","1,356","2,022","2,645"
충청북도,청주시,상당구,영운동(4311167000),"11,277","11,277",582,829,921,970,"1,200","1,783","3,930"
충청북도,청주시,상당구,금천동(4311168000),"9,635","9,635",347,672,"3,233","2,976","4,358","5,406","3,742"
충청북도,청주시,상당구,용담.명암.산성동(4311169000),"28,736","28,736","1,575","3,277","1,223","1,144","2,251","2,289","7,911"
충청북도,청주시,상당구,용암1동(4311172000),"12,508","12,508",922,"1,958","6,451","7,847","9,409","9,884","2,721"
충청북도,청주시,상당구,용암2동(4311173000),"56,511","56,511","4,280","6,603","4,621","6,816","7,423","7,278","12,037"
충청북도,청주시,서원구,-4311200000,"43,851","43,851","4,306","4,917","24,226","21,765","24,575","32,864","8,490"
충청북도,청주시,서원구,남이면(4311231000),"182,729","182,729","9,342","16,864",784,951,"1,008","1,933","53,093"
충청북도,청주시,서원구,현도면(4311232000),"9,626","9,626",408,535,127,145,199,473,"4,007"
충청북도,청주시,서원구,사직1동(4311251000),"2,929","2,929",37,82,345,398,493,728,"1,866"
충청북도,청주시,서원구,사직2동(4311252000),"3,946","3,946",152,243,950,"1,327","1,649","1,652","1,587"
충청북도,청주시,서원구,사창동(4311253000),"10,762","10,762",877,"1,196","3,235","2,053","1,632","1,902","3,111"
충청북도,청주시,서원구,모충동(4311254000),"14,037","14,037",391,787,"2,856","3,550","2,555","2,991","4,037"
충청북도,청주시,서원구,산남동(4311255000),"20,640","20,640","1,705","1,341","3,213","2,694","4,100","5,031","5,642"
충청북도,청주시,서원구,분평동(4311256000),"24,745","24,745","1,418","3,272","3,530","2,852","3,828","5,956","5,017"
충청북도,청주시,서원구,수곡1동(4311257000),"27,497","27,497","1,347","3,200","1,626","1,250","1,306","2,127","6,784"
충청북도,청주시,서원구,수곡2동(4311258000),"12,335","12,335",324,736,"1,383","1,565","1,659","2,578","4,966"
충청북도,청주시,서원구,성화.개신.죽림동(4311259000),"14,585","14,585",623,"1,138","6,177","4,980","6,146","7,493","5,639"
충청북도,청주시,흥덕구,-4311300000,"41,627","41,627","2,060","4,334","36,702","50,154","46,108","46,731","10,437"
충청북도,청주시,흥덕구,오송읍(4311325000),"292,260","292,260","23,164","27,896","5,879","11,555","7,685","6,394","61,505"
충청북도,청주시,흥덕구,강내면(4311331000),"48,122","48,122","5,090","3,978","1,334","1,111","1,391","1,865","7,541"
충청북도,청주시,흥덕구,옥산면(4311332000),"10,663","10,663",488,932,"1,272","2,646","2,734","2,604","3,542"
충청북도,청주시,흥덕구,운천.신봉동(4311370000),"16,822","16,822","1,625","1,410","1,495","1,407","1,685","2,626","4,531"
충청북도,청주시,흥덕구,복대1동(4311374100),"13,616","13,616",455,"1,040","5,878","8,135","9,592","8,436","4,908"
충청북도,청주시,흥덕구,복대2동(4311374200),"50,548","50,548","4,566","6,437","3,085","2,037","1,615","2,413","7,504"
충청북도,청주시,흥덕구,가경동(4311374700),"15,147","15,147",380,840,"6,190","6,647","8,435","10,027","4,777"
충청북도,청주시,흥덕구,봉명1동(4311375100),"53,455","53,455","3,810","6,156","1,899","2,927","1,710","1,865","12,190"
충청북도,청주시,흥덕구,봉명2.송정동(4311375600),"12,828","12,828",869,692,"3,465","4,194","3,447","3,953","2,866"
충청북도,청주시,흥덕구,강서제1동(4311376000),"23,168","23,168","1,054","1,930","4,453","5,201","4,528","4,901","5,125"
충청북도,청주시,흥덕구,강서제2동(4311377000),"30,338","30,338","1,986","2,638","1,752","4,294","3,286","1,647","6,631"
충청북도,청주시,청원구,-4311400000,"17,553","17,553","2,841","1,843","22,171","26,944","31,162","29,254","1,890"
충청북도,청주시,청원구,내수읍(4311425000),"187,580","187,580","12,972","20,016","2,033","1,863","2,427","3,643","45,061"
충청북도,청주시,청원구,오창읍(4311425300),"18,829","18,829",832,"1,612","6,958","12,564","13,855","9,172","6,419"
충청북도,청주시,청원구,북이면(4311431000),"68,018","68,018","6,773","8,759",200,235,309,642,"9,937"
충청북도,청주시,청원구,우암동(4311451000),"4,008","4,008",56,124,"2,301","1,426","1,280","1,771","2,442"
충청북도,청주시,청원구,내덕1동(4311452000),"12,104","12,104",337,722,776,705,833,"1,378","4,267"
충청북도,청주시,청원구,내덕2동(4311453000),"7,662","7,662",185,421,"1,939","1,509","1,670","2,112","3,364"
충청북도,청주시,청원구,율량.사천동(4311454000),"12,773","12,773",607,"1,006","6,337","6,512","7,277","7,999","3,930"
충청북도,청주시,청원구,오근장동(4311455000),"46,665","46,665","2,683","4,758","1,627","2,130","3,511","2,537","11,099"
충청북도,충주시,-4313000000,,"17,521","17,521","1,499","2,614","20,288","22,596","27,409","36,164","3,603"
충청북도,충주시,주덕읍(4313025000),,"206,859","206,859","10,904","17,340",884,"1,607","1,330","1,758","72,158"
충청북도,충주시,살미면(4313031000),,"10,051","10,051",741,511,56,74,99,286,"3,220"
충청북도,충주시,수안보면(4313032500),,"1,867","1,867",33,34,132,135,178,400,"1,285"
충청북도,충주시,대소원면(4313033500),,"2,715","2,715",40,76,"1,557","1,492","1,234","1,439","1,754"
충청북도,충주시,신니면(4313035000),,"9,667","9,667",550,481,94,111,153,433,"2,914"
충청북도,충주시,노은면(4313036000),,"2,645","2,645",22,57,77,68,122,296,"1,775"
충청북도,충주시,앙성면(4313037000),,"2,129","2,129",16,61,157,163,210,667,"1,489"
충청북도,충주시,중앙탑면(4313038500),,"3,763","3,763",39,87,"1,120","3,046","2,638","1,761","2,440"
충청북도,충주시,금가면(4313039000),,"14,402","14,402","1,757","1,544",665,466,386,523,"2,536"
충청북도,충주시,동량면(4313040000),,"3,799","3,799",214,216,169,173,196,572,"1,329"
충청북도,충주시,산척면(4313041000),,"3,364","3,364",86,108,88,97,144,341,"2,060"
충청북도,충주시,엄정면(4313042000),,"2,159","2,159",21,62,106,121,181,432,"1,406"
충청북도,충주시,소태면(4313043000),,"2,927","2,927",39,109,61,61,117,267,"1,939"
충청북도,충주시,성내.충인동(4313051500),,"1,824","1,824",32,69,192,169,241,420,"1,217"
충청북도,충주시,교현.안림동(4313053500),,"2,391","2,391",73,130,"2,072","1,929","3,021","4,045","1,166"
충청북도,충주시,교현2동(4313054000),,"21,602","21,602","1,060","2,110",595,499,673,"1,030","7,365"
충청북도,충주시,용산동(4313055000),,"6,016","6,016",165,396,"1,351","1,213","2,211","2,645","2,658"
충청북도,충주시,지현동(4313056000),,"13,645","13,645",678,"1,752",448,365,573,848,"3,795"
충청북도,충주시,문화동(4313057100),,"4,772","4,772",142,392,744,672,913,"1,537","2,004"
충청북도,충주시,호암.직동(4313058000),,"8,538","8,538",207,502,"2,318","3,418","3,929","3,470","3,963"
충청북도,충주시,달천동(4313060500),,"21,988","21,988","2,038","2,725",855,248,328,648,"4,090"
충청북도,충주시,봉방동(4313061000),,"4,092","4,092",47,124,933,932,"1,123","1,738","1,842"
충청북도,충주시,칠금.금릉동(4313062500),,"9,027","9,027",356,657,"1,426","1,275","1,765","2,793","3,288"
충청북도,충주시,연수동(4313063000),,"13,300","13,300",620,"1,372","3,589","3,620","4,781","6,594","4,049"
충청북도,충주시,목행.용탄동(4313064000),,"34,120","34,120","1,606","3,177",599,642,863,"1,221","10,753"
충청북도,제천시,-4315000000,,"6,056","6,056",322,588,"12,891","11,305","15,259","22,514","1,821"
충청북도,제천시,봉양읍(4315025000),,"128,168","128,168","6,104","10,797",330,368,471,"1,138","49,298"
충청북도,제천시,금성면(4315031000),,"6,458","6,458",160,274,74,77,105,250,"3,717"
충청북도,제천시,청풍면(4315032000),,"1,713","1,713",14,64,38,56,72,213,"1,129"
충청북도,제천시,수산면(4315033000),,"1,249","1,249",25,38,46,63,97,308,807
충청북도,제천시,덕산면(4315034000),,"1,952","1,952",25,47,72,58,129,289,"1,366"
충청북도,제천시,한수면(4315035000),,"2,048","2,048",45,148,25,26,61,108,"1,307"
충청북도,제천시,백운면(4315036000),,649,649,11,23,117,129,179,507,395
